#;PSRJ;RAJ;DECJ;P0;P1;BINARY;PSR;NGLT;
;;(hms);(dms);(s);;(type);TYPE;;
2036;J1823-1126;18:23:19.8;-11:26:04;1.846534;3.65e-14;*;*;*;
2037;J1823-1347;18:23:24.2;-13:47:54;0.617107;9.60e-15;*;*;*;
2038;J1823-1526;18:23:21.4;-15:26:22;1.625405;4.52e-15;*;*;*;
2039;J1823-1807;18:23:09.6;-18:07:33;1.636792;2.79e-16;*;*;*;
2040;J1823-3021A;18:23:40.4;-30:21:40.1;0.005440;3.38e-18;*;HE[faa+11];*;
2041;J1823-3021B;18:23:41.5;-30:21:40.9;0.378596;2.99e-17;*;*;*;
2042;J1823-3021C;18:23:41.1;-30:21:38.4;0.405936;2.24e-16;*;*;*;
2043;J1823-3021D;18:23:40.5;-30:21:43.6;0.003020;*;*;*;*;
2044;J1823-3021E;18:23:38.9;-30:22:22.3;0.004394;*;*;*;*;
2045;J1823-3021F;18:23:40.6;-30:21:39.9;0.004850;*;*;*;*;
2046;J1823-3021G;18:23:40.7;-30:21:35.6;0.006091;-1.78e-20;DD;*;*;
2047;J1823-3021H;18:23:40.4;-30:21:39.9;0.005130;*;*;*;*;
2048;J1823-3106;18:23:46.7;-31:06:49.7;0.284054;2.93e-15;*;*;*;
2049;J1823-3543;18:23:35;-35:44:42;0.002370;*;*;NRAD[aab+22];*;
2050;J1824-0127;18:24:53.4;-01:27:51.4;2.499470;3.91e-15;*;*;*;
2051;J1824-0132;18:24:55.5;-01:32:24.0;0.223729;2.82e-17;*;*;*;
2052;J1824-0621;18:24:15.8;-06:21:56.7;0.003233;9.14e-21;ELL1;*;*;
2053;J1824+1014;18:24:14.9;+10:14:43.8;0.004066;5.37e-21;DD;HE[drc+21];*;
2054;J1824-1118;18:24:29.5;-11:18:42.6;0.435759;3.55e-15;*;*;1;
2055;J1824-1159;18:24:56.1;-11:59:53.4;0.362492;5.38e-15;*;*;*;
2056;J1824-1350;18:24:50.1;-13:50:21.0;1.396599;6.07e-16;*;*;*;
2057;J1824-1423;18:24:57.3;-14:23:05.3;0.359394;3.92e-16;*;*;*;
2058;J1824-1500;18:24:14.1;-15:00:33;0.412230;7.58e-16;*;*;*;
2059;J1824-1945;18:24:00.5;-19:46:03.3;0.189337;5.24e-15;*;*;*;
2060;J1824-2233;18:24:10.3;-22:33:11;1.161743;3.01e-16;*;*;*;
2061;J1824-2328;18:24:28.6;-23:28:17;1.505875;1.74e-15;*;*;*;
2062;J1824-2452A;18:24:32.0;-24:52:10.8;0.003054;1.62e-18;*;HE[skk+97,bvs+11];1;
2063;J1824-2452B;18:24:32.8;-24:52:11.2;0.006547;*;*;*;*;
2064;J1824-2452C;18:24:32.8;-24:52:11.2;0.004159;*;BT;*;*;
2065;J1824-2452D;18:24:32.8;-24:52:11.2;0.079832;*;BT;*;*;
2066;J1824-2452E;18:24:32.8;-24:52:11.2;0.005420;*;*;*;*;
2067;J1824-2452F;18:24:32.8;-24:52:11.2;0.002451;*;*;*;*;
2068;J1824-2452G;18:24:32.8;-24:52:11.2;0.005909;*;BT;*;*;
2069;J1824-2452H;18:24:32.8;-24:52:11.2;0.004629;*;BT;*;*;
2070;J1824-2452I;18:24:32.5;-24:52:08.6;0.003932;0.00e+00;BT;HE;*;
2071;J1824-2452J;18:24:32.8;-24:52:11.2;0.004039;*;BT;*;*;
2072;J1824-2452K;18:24:32.8;-24:52:11.2;0.004461;*;BT;*;*;
2073;J1824-2452L;18:24:32.8;-24:52:11.2;0.004100;*;BT;*;*;
2074;J1824-2452M;18:24:33.1;-34:52:08.2;0.004784;1.23e-19;ELL1;*;*;
2075;J1824-2452N;18:24:33.1;-25:52:11.8;0.003353;1.59e-19;ELL1;*;*;
2076;J1824-2537;18:24:30.5;-25:37:19;0.223320;4.40e-16;*;*;*;
2077;J1825+0004;18:25:15.3;+00:04:19.7;0.778949;8.76e-16;*;*;*;
2078;J1825-0319;18:25:55.9;-03:19:57.5;0.004554;6.80e-21;BT;*;*;
2079;J1825-0935;18:25:30.5;-09:35:21.2;0.769021;5.24e-14;*;*;14;
2080;J1825-1108;18:25:18.3;-11:08:54;1.925872;1.90e-15;*;*;*;
2081;J1825-1446;18:25:02.9;-14:46:53.7;0.279198;2.27e-14;*;*;*;
2082;J1825-31;18:25:58;-31:02:20;2.382000;*;*;*;*;
2083;J1825-33;18:26:02;-33:21;1.271200;*;*;RRAT;*;
2084;J1826-1131;18:26:05.4;-11:31:43.6;2.093136;4.91e-15;*;*;*;
2085;J1826-1256;18:26:08.5;-12:56:33.0;0.110224;1.21e-13;*;NRAD;*;
2086;J1826-1334;18:26:13.1;-13:34:46.8;0.101487;7.53e-14;*;HE;7;
2087;J1826-1419;18:26:42.3;-14:19:21.6;0.770620;8.78e-15;*;RRAT;*;
2088;J1826-1526;18:26:12.6;-15:26:03;0.382073;1.08e-15;*;*;*;
2089;J1826-2415;18:26:36.0;-24:15:54.5;0.004696;1.74e-20;*;*;*;
2090;J1827-0750;18:27:02.7;-07:50:19.2;0.270502;1.54e-15;*;*;*;
2091;J1827-0849;18:27:36.4;-08:49:42;0.002240;1.10e-20;*;NRAD[frm+18];*;
2092;J1827-0934;18:27:45.8;-09:34:16.4;0.512548;7.23e-15;*;*;*;
2093;J1827-0958;18:27:05.4;-09:58:43.1;0.245757;1.00e-15;*;*;1;
2094;J1827-1446;18:27:24.6;-14:46:28;0.499187;4.53e-14;*;NRAD;*;
2095;J1828-0611;18:28:20.7;-06:11:51.5;0.269415;1.46e-15;*;*;*;
2096;J1828+0625;18:28:28.9;+06:25:09.7;0.003628;4.70e-21;DDH;*;*;
2097;J1828-1007;18:28:30.3;-10:07:10.1;0.153197;6.13e-16;*;*;*;
2098;J1828-1057;18:28:33.2;-10:57:26.9;0.246333;2.07e-14;*;*;*;
2099;J1828-1101;18:28:18.8;-11:01:50.8;0.072057;1.48e-14;*;HE[mhl+02,aab+22];*;
2100;J1828+1221;18:28:22.1;+12:21:20.9;1.528295;1.75e-15;*;*;*;
2101;J1828-1336;18:28:42.8;-13:36:45;0.860332;9.95e-16;*;*;*;
2102;J1828+1359;18:28:53.3;+13:59:35.3;0.741640;7.29e-16;*;*;*;
2103;J1828-2119;18:28:21.5;-21:19:56;0.514523;1.27e-15;*;*;*;
2104;J1829+0000;18:29:47.1;+00:00:08.5;0.199147;5.25e-16;*;*;*;
2105;J1829-0734;18:29:05.3;-07:34:22;0.318401;4.79e-15;*;*;*;
2106;J1829-1011;18:29:06.0;-10:11:25;0.829166;-5.00e-18;*;*;*;
2107;J1829-1751;18:29:43.1;-17:51:03.9;0.307133;5.55e-15;*;*;*;
2108;J1829+2456;18:29:34.6;+24:56:18.1;0.041010;5.25e-20;BT;*;*;
2109;J1829+25;18:29;+25;2.857000;*;*;*;*;
2110;J1830-0052;18:30:30.7;-00:52:54.0;0.345698;2.37e-16;*;*;*;
2111;J1830-0131;18:30:19.6;-01:31:48.1;0.152512;2.11e-15;*;*;*;
2112;J1830-10;18:30:06;-10:39;0.245260;*;*;*;*;
2113;J1830-1059;18:30:47.5;-10:59:26.5;0.405073;5.99e-14;*;*;1;
2114;J1830-1135;18:30:01.7;-11:35:32;6.221553;4.77e-14;*;*;1;
2115;J1830-1313;18:30:41.9;-13:13:16.2;0.747188;1.71e-15;*;*;*;
2116;J1830-1414;18:30:00.3;-14:14:37;0.771493;7.62e-17;*;*;*;
2117;J1831-04;18:31:00;-04:29;1.065578;*;*;*;*;
2118;J1831-0823;18:31:36.3;-08:23:23.9;0.612133;3.09e-16;*;*;*;
2119;J1831-0952;18:31:34.3;-09:52:01.7;0.067267;8.32e-15;*;HE[lfl+06,aab+22];*;
2120;J1831-1223;18:31:12.8;-12:23:31;2.857941;5.47e-15;*;*;*;
2121;J1831-1329;18:31:55.9;-13:29:56;2.165679;2.99e-15;*;*;*;
2122;J1831-1423;18:31:29.1;-14:23:46;0.507945;1.09e-15;*;*;*;
2123;J1832+0029;18:32:50.7;+00:29:27;0.533918;1.55e-15;*;*;*;
2124;J1832-0644;18:32:42.6;-06:44:01.8;0.744295;3.71e-14;*;*;*;
2125;J1832-0827;18:32:37.0;-08:27:03.7;0.647326;6.39e-14;*;*;*;
2126;J1832-0836;18:32:27.5;-08:36:55.0;0.002719;8.27e-21;*;*;*;
2127;J1832-1021;18:32:40.8;-10:21:32.7;0.330354;4.20e-15;*;*;*;
2128;J1832+27;18:32:10;+27:58;0.631800;*;*;*;*;
2129;J1832-28;18:32:30;-28:43;0.199300;*;*;*;*;
2130;J1833-0209;18:33:05.4;-02:09:16.4;0.291931;2.75e-15;*;*;*;
2131;J1833-0338;18:33:41.8;-03:39:04.2;0.686733;4.16e-14;*;*;*;
2132;J1833-0556;18:33:38.8;-05:56:05;1.521545;1.28e-15;*;*;*;
2133;J1833-0559;18:33:07.6;-05:59:25;0.483459;1.23e-14;*;*;*;
2134;J1833-0827;18:33:40.2;-08:27:31.6;0.085288;9.18e-15;*;*;3;
2135;J1833-0831;18:33:44.3;-08:31:07.7;7.565408;3.43e-12;*;AXP,NRAD;*;
2136;J1833-1034;18:33:33.5;-10:34:07.5;0.061884;2.02e-13;*;HE;4;
2137;J1833-1055;18:33:58.4;-10:55:31;0.633640;5.27e-16;*;*;*;
2138;J1833-3840;18:33:04.6;-38:40:46;0.001870;1.77e-20;*;HE[aab+22];*;
2139;J1833-6023;18:33:14.8;-60:23:04;1.889436;2.70e-16;*;*;*;
2140;J1834-0010;18:34:17.2;-00:10:53.3;0.520954;1.05e-17;ELL1;*;*;
2141;J1834-0031;18:34:51.0;-00:31:34.3;0.329532;4.49e-16;*;*;*;
2142;J1834-0426;18:34:25.6;-04:26:15.8;0.290108;7.19e-17;*;*;*;
2143;J1834-0602;18:34:37.9;-06:02:35;0.487914;1.83e-15;*;*;*;
2144;J1834-0633;18:34:29.2;-06:33:01.1;0.317315;6.04e-16;*;*;*;
2145;J1834-0731;18:34:15.9;-07:31:05.9;0.512995;5.82e-14;*;*;1;
2146;J1834-0742;18:34:31.3;-07:42:20.6;0.788354;3.25e-14;*;*;*;
2147;J1834-0812;18:34:29.8;-08:12:00;0.491142;9.96e-15;*;*;*;
2148;J1834-0845;18:34:52.1;-08:45:56.0;2.482302;7.96e-12;*;AXP,NRAD;*;
2149;J1834-09;18:34:36;-09:15;0.512327;*;*;*;*;
2150;J1834+10;18:34:27;+10:44;1.172719;*;*;*;*;
2151;J1834-1202;18:34:23.1;-12:02:26.4;0.610259;6.74e-18;*;*;*;
2152;J1834-1710;18:34:53.4;-17:10:50;0.358306;4.69e-17;*;*;*;
2153;J1834-1855;18:34:45.9;-18:55:59;1.465656;1.93e-15;*;*;*;
2154;J1835-0114;18:35:21.9;-01:14:33.6;0.005116;7.00e-21;BT;*;*;
2155;J1835-0349;18:35:12.9;-03:49:09.9;0.841865;3.06e-15;*;*;*;
2156;J1835-0522;18:35:08.1;-05:22:08;1.087749;4.73e-16;*;*;*;
2157;J1835-0600;18:35:20.2;-06:00:00;2.221787;8.43e-15;*;*;*;
2158;J1835-0643;18:35:05.5;-06:43:06.4;0.305830;4.05e-14;*;*;*;
2159;J1835-0847;18:35:45.7;-08:47:20;0.846494;4.85e-16;*;*;*;
2160;J1835-0924;18:35:38.0;-09:24:27;0.859192;2.14e-14;*;*;*;
2161;J1835-09242;18:35:21.8;-09:24:15.9;0.235249;1.18e-17;*;*;*;
2162;J1835-0928;18:35:22.2;-09:28:02;0.621734;9.69e-16;*;*;*;
2163;J1835-0944;18:35:46.6;-09:44:27.2;0.145347;4.38e-15;*;*;*;
2164;J1835-0946;18:35:44.8;-09:46:38;0.379536;4.32e-17;*;*;*;
2165;J1835-1020;18:35:57.5;-10:20:04.5;0.302450;5.92e-15;*;*;1;
2166;J1835-1106;18:35:18.4;-11:06:16.1;0.165918;2.06e-14;*;*;1;
2167;J1835-15;18:35:54;-15:35:25;*;*;*;RRAT[mss+20];*;
2168;J1835-1548;18:35:50.3;-15:48:38;0.670486;1.74e-15;*;*;*;
2169;J1835-3259A;18:35:44;-32:59:25;0.003889;*;*;*;*;
2170;J1835-3259B;18:35:45.4;-32:59:25.4;0.001830;4.34e-20;ELL1;HE[zxw22];*;
2171;J1836-0436;18:36:51.7;-04:36:37.6;0.354237;1.66e-15;*;*;*;
2172;J1836-0517;18:36:25.2;-05:17:35;0.457245;1.30e-15;*;*;*;
2173;J1836-1008;18:36:53.9;-10:08:08.3;0.562711;1.18e-14;*;*;1;
2174;J1836-11;18:36:06;-11:17;0.496193;*;*;*;*;
2175;J1836-1324;18:36:52.2;-13:24:33.6;0.178756;1.04e-15;*;*;*;
2176;J1836-2354A;18:36:25.4;-23:54:52.3;0.003354;2.32e-21;BT;*;*;
2177;J1836-2354B;18:36:24.3;-23:54:28.7;0.003232;-4.80e-22;*;*;*;
2178;J1836+51;18:36;+51;0.692000;*;*;*;*;
2179;J1836+5925;18:36:13.6;+59:25:30.1;0.173264;1.50e-15;*;XINS,NRAD;*;
2180;J1837+0033g;18:37:41;+00:33;0.418140;*;*;*;*;
2181;J1837-0045;18:37:32.1;-00:45:10.6;0.617037;1.68e-15;*;*;*;
2182;J1837+0053;18:37:28.4;+00:53:13;0.473513;3.77e-17;*;*;*;
2183;J1837-0559;18:37:23.6;-05:59:28.6;0.201064;3.31e-15;*;*;3;
2184;J1837-0604;18:37:43.5;-06:04:49;0.096294;4.52e-14;*;HE[lsg+15];3;
2185;J1837-0653;18:37:14.6;-06:53:02.1;1.905809;7.72e-16;*;*;*;
2186;J1837-0822;18:37:39.6;-08:22:12.4;1.099196;1.21e-16;BT;*;*;
2187;J1837+1221;18:37:07.1;+12:21:54.0;1.963532;6.20e-15;*;*;*;
2188;J1837-1243;18:37:09.4;-12:43:56;1.876019;3.65e-14;*;*;*;
2189;J1837-1837;18:37:54.2;-18:37:08;0.618358;5.50e-15;*;*;*;
2190;J1838+0022g;18:38:24;+00:22;0.005090;*;*;*;*;
2191;J1838+0027g;18:38:13;+00:27;0.054130;*;*;*;*;
2192;J1838+0044g;18:38:11;+00:44;2.203170;*;*;*;*;
2193;J1838-01;18:38:30;-01:01;0.183295;*;*;*;*;
2194;J1838-0107;18:38:39.4;-01:07:48.6;0.444426;5.46e-18;*;*;*;
2195;J1838-0453;18:38:11.4;-04:53:25.3;0.380866;1.16e-13;*;*;2;
2196;J1838-0537;18:38:56.0;-05:37:09;0.145708;4.72e-13;*;NRAD;1;
2197;J1838-0549;18:38:38.0;-05:49:12.1;0.235311;3.34e-14;*;*;*;
2198;J1838-0624;18:38:51.7;-06:24:54;0.927178;7.74e-17;*;*;*;
2199;J1838-0655;18:38:03.1;-06:55:33.4;0.070498;4.92e-14;*;NRAD;*;
2200;J1838-1046;18:38:26.4;-10:46:57;1.218354;3.08e-15;*;*;*;
2201;J1838+1523;18:38:46.7;+15:23:25.4;0.549161;2.03e-17;*;*;*;
2202;J1838+1650;18:38:43.0;+16:50:16.0;1.901967;2.68e-15;*;*;*;
2203;J1838-1849;18:38:33.7;-18:49:59;0.488242;4.00e-17;*;*;*;
2204;J1838+50;18:38;+50:51;2.577223;*;*;RRAT[gac+21];*;
2205;J1839-0141;18:39:06.9;-01:41:56.0;0.933266;5.94e-15;*;RRAT;*;
2206;J1839-0223;18:39:58.0;-02:23:09.5;1.266790;4.76e-15;*;*;1;
2207;J1839-0321;18:39:37.5;-03:21:10.8;0.238782;1.25e-14;*;*;*;
2208;J1839-0332;18:39:56.5;-03:32:58.6;2.675682;4.76e-15;*;*;*;
2209;J1839-0402;18:39:51.0;-04:02:24.9;0.520940;7.69e-15;*;*;*;
2210;J1839-0436;18:39:00.0;-04:36:57.5;0.149461;8.10e-16;*;*;*;
2211;J1839-0459;18:39:42.6;-04:59:58.8;0.585319;3.31e-15;*;*;*;
2212;J1839-0627;18:39:20.4;-06:27:34;0.484914;1.32e-16;*;*;*;
2213;J1839-0643;18:39:09.8;-06:43:45.2;0.449548;3.64e-15;*;*;*;
2214;J1839-0905;18:39:53.4;-9:05:14.1;0.418975;2.60e-14;*;*;*;
2215;J1839-1238;18:39:43.7;-12:38:40.7;1.911428;4.95e-15;*;*;*;
2216;J1840+0012g;18:40:49;+00:12;0.005340;*;*;*;*;
2217;J1840+0214;18:40:34.0;+02:14:54.7;0.797478;8.29e-15;*;*;*;
2218;J1840-0445;18:40:45.5;-04:45:08;0.422316;1.13e-14;*;*;*;
2219;J1840-0559;18:40:23.1;-05:59:16.2;0.859368;9.60e-15;*;*;*;
2220;J1840-0626;18:40:16.3;-06:26:15.4;1.893353;2.30e-14;*;*;*;
2221;J1840-0643;18:40:08.9;-06:43:36.0;0.035578;9.54e-20;BT;*;*;
2222;J1840-0753;18:40:47.6;-07:53:32;0.437869;1.00e-16;*;*;*;
2223;J1840-0809;18:40:33.3;-08:09:03.6;0.955673;2.35e-15;*;*;*;
2224;J1840-0815;18:40:13.7;-08:15:08.8;1.096441;2.43e-15;*;*;*;
2225;J1840-0840;18:40:51.9;-08:40:29;5.309377;2.37e-14;*;*;*;
2226;J1840-1122;18:40:24.0;-11:22:10.7;0.940962;6.41e-15;*;*;*;
2227;J1840-1207;18:40:53.7;-12:07:32.6;0.754470;3.20e-15;*;*;*;
2228;J1840-1419;18:40:33.0;-14:19:06.5;6.597563;6.35e-15;*;RRAT;*;
2229;J1840+5640;18:40:44.5;+56:40:54.8;1.652862;1.49e-15;*;*;*;
2230;J1841+0130;18:41:17.7;+01:30:16.9;0.029773;8.17e-18;ELL1;*;*;
2231;J1841-0157;18:41:56.2;-01:57:54.6;0.663321;1.81e-14;*;*;1;
2232;J1841-0310;18:41:25.8;-03:10:21;1.657656;3.35e-16;*;*;*;
2233;J1841-0345;18:41:38.6;-03:48:42.6;0.204068;5.79e-14;*;*;1;
2234;J1841-04;18:41:10;-04:48;*;*;*;RRAT[ttm18];*;
2235;J1841-0425;18:41:05.6;-04:25:19.5;0.186149;6.39e-15;*;*;1;
2236;J1841-0456;18:41:19.3;-04:56:11.1;11.788978;4.09e-11;*;AXP,NRAD;4;
2237;J1841-0500;18:41:18.1;-05:00:19.5;0.912916;3.48e-14;*;*;*;
2238;J1841-0524;18:41:49.3;-05:24:29.5;0.445749;2.34e-13;*;HE[sbc+19];5;
2239;J1841+0912;18:41:55.9;+09:12:07.3;0.381319;1.09e-15;*;*;*;
2240;J1841-1404;18:41:34.3;-14:04:19;1.334557;6.41e-16;*;*;*;
2241;J1841-7845;18:41:25.9;-78:45:15;0.353603;1.60e-16;*;*;*;
2242;J1842-0153;18:42:57.8;-01:53:26.7;1.054228;6.72e-15;*;*;*;
2243;J1842+0257;18:42:30.9;+02:57:58.8;3.088256;2.96e-14;*;*;1;
2244;J1842-0309;18:42:19.0;-03:09:46;0.404920;4.52e-15;*;*;*;
2245;J1842+0358;18:42:17.0;+03:58:35.3;0.233326;8.11e-16;*;*;*;
2246;J1842-0359;18:42:26.4;-04:00:01.5;1.839945;5.08e-16;*;*;*;
2247;J1842-0415;18:42:11.2;-04:15:38.2;0.526682;2.19e-14;*;*;*;
2248;J1842-0612;18:42:43.0;-06:12:36;0.564475;2.20e-17;*;*;*;
2249;J1842+0638;18:42:10.0;+06:38:15.0;0.313016;7.60e-17;*;*;*;
2250;J1842-0800;18:42:54.9;-08:00:53.5;1.255469;1.94e-16;*;*;*;
2251;J1842-0905;18:42:22.1;-09:05:30.0;0.344646;1.05e-14;*;*;*;
2252;J1842+1332;18:42:29.9;+13:32:01.5;0.471604;2.29e-16;*;*;*;
2253;J1842-27;18:42:02;-27:58:19;0.815269;*;*;*;*;
2254;J1842-39;18:42;-39;0.374000;*;*;*;*;
2255;J1843-0000;18:43:27.9;-00:00:41.5;0.880334;7.77e-15;*;*;*;
2256;J1843-0050;18:43:36.7;-00:50:10;0.782598;2.49e-16;*;*;*;
2257;J1843+0119;18:43:23.9;+01:19:27.1;1.266998;3.76e-15;*;*;*;
2258;J1843-0137;18:43:12.6;-01:37:46.3;0.669872;2.47e-15;*;*;*;
2259;J1843-0211;18:43:30.3;-02:11:02.8;2.027524;1.44e-14;*;*;*;
2260;J1843-0355;18:43:06.6;-03:55:56.6;0.132314;1.04e-15;*;*;*;
2261;J1843-0408;18:43:43.4;-04:08:04;0.781934;2.39e-15;*;*;*;
2262;J1843-0459;18:43:27.6;-04:59:30.4;0.754963;8.54e-16;*;*;*;
2263;J1843-0510;18:43:09.7;-05:10:04.5;0.671614;3.89e-15;*;*;*;
2264;J1843-0702;18:43:22.4;-07:02:54.6;0.191615;2.14e-15;*;*;*;
2265;J1843-0744;18:43:05.4;-07:44:30.1;0.475393;1.33e-14;*;*;*;
2266;J1843-0806;18:43:28.7;-08:06:44.9;0.536414;1.74e-14;*;*;*;
2267;J1843-1113;18:43:41.2;-11:13:31.0;0.001846;9.55e-21;*;HE;*;
2268;J1843-1448;18:43:01.3;-14:48:12.6;0.005471;6.21e-21;*;*;*;
2269;J1843-1507;18:43:33.6;-15:07:03.0;0.583550;7.20e-15;*;*;*;
2270;J1843+2024;18:43:26.1;+20:24:54.6;3.406539;1.04e-15;*;*;*;
2271;J1843-40;18:43:03;-40:33:51;0.324187;*;*;*;*;
2272;J1844+00;18:44:11;+00:35;0.460503;*;*;*;2;
2273;J1844+0028g;18:44:36;+00:28.8;0.003570;*;*;*;*;
2274;J1844-0030;18:44:41.0;-00:30:25.8;0.641098;6.08e-15;*;*;*;
2275;J1844+0115;18:44:40.5;+01:15:34.9;0.004186;1.07e-20;ELL1;*;*;
2276;J1844-0244;18:44:44.9;-02:44:40.9;0.507722;1.67e-14;*;*;*;
2277;J1844-0256;18:44:53;-02:56;0.272963;*;*;*;*;
2278;J1844-03;18:44:57;-03:00:00;6.971270;*;*;NRAD,AXP(?);*;
2279;J1844-0302;18:44:06.9;-03:02:11.2;1.198630;7.81e-15;*;*;*;
2280;J1844-0310;18:44:45.4;-03:10:37.1;0.525049;1.02e-14;*;*;*;
2281;J1844-0346;18:44:32.8;-03:46:30.6;0.112855;1.55e-13;*;NRAD;1;
2282;J1844-0433;18:44:33.4;-04:33:12.4;0.991027;3.91e-15;*;*;1;
2283;J1844-0452;18:44:01.5;-04:52:20.9;0.269443;6.80e-16;*;*;*;
2284;J1844-0502;18:44:33.9;-05:02:00.5;0.335163;6.18e-17;*;*;*;
2285;J1844-0538;18:44:05.1;-05:38:34.1;0.255704;9.71e-15;*;*;1;
2286;J1844+1454;18:44:54.8;+14:54:14.1;0.375463;1.87e-15;*;*;*;
2287;J1844+41;18:44:45;+41:17;0.915700;*;*;*;*;
2288;J1845-0028g;18:45:40;-00:28;0.084500;*;*;*;*;
2289;J1845-0316;18:45:52.9;-03:16:05;0.207636;8.86e-15;*;*;2;
2290;J1845-0434;18:45:34.7;-04:34:29.8;0.486751;1.13e-14;*;*;*;
2291;J1845-0545;18:45:38.4;-05:45:18.2;1.092348;1.34e-14;*;*;*;
2292;J1845+0623;18:45:08.5;+06:23:57.6;1.421654;5.46e-16;*;*;*;
2293;J1845-0635;18:45:07.4;-06:35:23.4;0.340528;4.49e-15;*;*;*;
2294;J1845-0743;18:45:57.1;-07:43:38.5;0.104695;3.67e-16;*;*;1;
2295;J1845-0826;18:45:05.6;-08:26:39.7;0.634354;9.35e-15;*;*;*;
2296;J1845-1114;18:45:45.7;-11:14:11.0;0.206220;2.01e-15;*;*;*;
2297;J1845-1351;18:45:11.5;-13:51:54.5;2.618918;9.72e-15;*;*;*;
2298;J1846+0051;18:46:43.8;+00:51:39.0;0.434373;1.12e-14;*;*;*;
2299;J1846-0257;18:46:15.4;-02:57:36.0;4.476723;1.61e-13;*;RRAT;*;
2300;J1846-0258;18:46:24.9;-02:58:30.1;0.326571;7.11e-12;*;NRAD;2;
2301;J1846-0749;18:46:19.7;-07:49:21.4;0.350110;1.26e-15;*;*;*;
2302;J1846-07492;18:46:07.9;-07:49:13.2;0.861380;5.19e-15;*;*;*;
2303;J1846+0919;18:46:26.0;+09:19:46;0.225551;9.93e-15;*;NRAD;*;
2304;J1846-4249;18:46;-42:49;2.273000;*;*;*;*;
2305;J1846-7403;18:46:13.7;-74:03:04;4.878839;6.06e-15;*;*;*;
2306;J1847+01;18:47:05;+01:13;0.003463;*;*;*;*;
2307;J1847+0110g;18:47:23;+01:10;0.006530;*;*;*;*;
2308;J1847-0130;18:47:35.2;-01:30:46;6.707046;1.27e-12;*;*;2;
2309;J1847+0133g;18:47:01;+01:33;2.846910;*;*;*;*;
2310;J1847-0402;18:47:22.8;-04:02:14.4;0.597809;5.17e-14;*;*;2;
2311;J1847-0427;18:47:18.8;-04:27:59;0.259247;5.90e-18;*;*;*;
2312;J1847-0438;18:47:37.9;-04:38:15.3;0.957991;1.09e-14;*;*;*;
2313;J1847-0443;18:47:51.8;-04:43:36.2;0.340832;2.83e-17;*;*;*;
2314;J1847-0605;18:47:21.0;-06:05:14.1;0.778164;4.65e-15;*;*;*;
2315;J1847+0614g;18:47:34;+06:14;1.663020;*;*;*;*;
2316;J1848-0023;18:48:37.8;-00:23:17;0.537624;1.61e-15;*;*;*;
2317;J1848-0055;18:48:45.5;-00:55:53;0.274557;1.35e-15;*;*;*;
2318;J1848-0123;18:48:23.5;-01:23:58.3;0.659432;5.25e-15;*;*;*;
2319;J1848+0127g;18:48:19;+01:27;0.534020;*;*;*;*;
2320;J1848+0150g;18:48:43;+01:50.4;3.290150;*;*;*;*;
2321;J1848+0351;18:48:42.2;+03:51:35.7;0.191443;6.73e-17;*;*;*;
2322;J1848-0511;18:48:15.0;-05:11:38;1.637129;8.86e-15;*;*;*;
2323;J1848-0601;18:48:20.3;-06:01:07.7;0.225004;2.87e-16;*;*;*;
2324;J1848+0604;18:48:54.6;+06:04:46.8;2.218603;3.74e-15;*;*;*;
2325;J1848+0647;18:48:56.0;+06:47:31.7;0.505957;8.75e-15;*;*;*;
2326;J1848+0826;18:48:43.7;+08:26:35.9;0.328665;2.72e-16;*;*;*;
2327;J1848-1150;18:48:11.8;-11:50:09.2;1.312218;1.43e-15;*;*;*;
2328;J1848+12;18:48:30;+12:50;0.754730;*;*;*;*;
2329;J1848-1243;18:48:18.0;-12:43:30;0.414383;4.41e-16;*;RRAT;*;
2330;J1848-1414;18:48:39.1;-14:14:17;0.297770;1.41e-17;*;*;*;
2331;J1848+1516;18:48:56.1;+15:16:44.1;2.233770;1.68e-15;*;*;*;
2332;J1848-1952;18:48:18.0;-19:52:31;4.308190;2.33e-14;*;*;*;
2333;J1849-0001;18:49:01.6;-00:01:17.4;0.038523;1.42e-14;*;NRAD;*;
2334;J1849+0001g;18:49:23;+00:01;0.525600;*;*;*;*;
2335;J1849+0009g;18:49:42;+00:09;1.318550;*;*;*;*;
2336;J1849-0014g;18:49:31;-00:14;0.491710;*;*;*;*;
2337;J1849+0016g;18:49:58;+00:16;0.001810;*;*;*;*;
2338;J1849-0019g;18:49:15;-00:19;0.911370;*;*;*;*;
2339;J1849+0037g;18:49:28;+00:37;0.396490;*;*;*;*;
2340;J1849-0040;18:49:10.2;-00:40:20;0.672481;1.11e-14;*;*;*;
2341;J1849+0106;18:49:55.4;+01:06:22.6;1.832259;1.70e-14;*;*;*;
2342;J1849+0127;18:49:44.1;+01:27:23;0.542155;2.80e-14;*;*;*;
2343;J1849+0225g;18:49:13;+02:25;1.474520;*;*;*;*;
2344;J1849-0317;18:49:57.8;-03:17:31;0.668408;2.20e-14;*;*;1;
2345;J1849+0339g;18:49:55;+03:39;1.666720;*;*;*;*;
2346;J1849+0409;18:49:03.4;+04:09:42.3;0.761194;2.16e-14;*;*;*;
2347;J1849+0430;18:49:40.4;+04:30:36.8;0.421126;1.14e-16;*;*;*;
2348;J1849-0614;18:49:45.1;-06:14:31.5;0.953384;5.39e-14;*;*;*;
